3.477288908579052873e-02,3.056647657618604200e-02,3.423843727242167900e-02,3.571632662449237411e-02,2.566953528284192723e-02,2.496978372977674485e-02,2.819831160317443075e-02,4.778096299336467845e-02,3.376629510220061775e-02,2.771065549673734987e-02,3.573844186153640051e-02,4.424212879574609958e-02,4.123504487177084843e-02,2.528139138997059082e-02,2.755997374427350197e-02,3.696930095509616543e-02,2.843303799044460956e-02,2.993714225863866596e-02,2.572092834001597772e-02,2.631449833788986753e-02,2.991363881208430886e-02,2.792820089326277996e-02,3.577552066686862792e-02,3.348747658181145531e-02,2.796172330339503562e-02,3.985761148140632565e-02,3.255735559909308380e-02,2.595962726949842952e-02,2.869664117574084045e-02,3.556658247886815283e-02,3.747405942560182862e-02
5.179939366658690980e-02,2.935844562932349300e-02,2.952443428665354683e-02,5.400871779246254473e-02,2.411525941053460978e-02,1.822347217709560652e-02,2.645762146883105792e-02,3.586419267841749192e-02,2.684602554800123372e-02,3.807431422133831372e-02,2.725547117974794209e-02,2.895855941200656605e-02,6.382422046008617844e-02,1.944109174735823842e-02,2.476234417228791174e-02,3.350493267584325058e-02,2.151041562479797178e-02,6.570089517273644542e-02,2.748422963303959882e-02,4.479986260149490529e-02,2.865633481161002430e-02,2.101992166357387337e-02,3.544318759272355873e-02,2.458561449454808520e-02,3.414749407904926065e-02,3.122499934165784072e-02,2.862417615088231823e-02,2.411783767527782285e-02,2.488669364825559643e-02,2.692337296852088252e-02,2.885646801525701063e-02
7.095929762889689740e-02,1.799710607924792996e-02,3.515086294554173318e-02,7.812962749366392234e-02,1.750570065263618719e-02,2.111824605192496804e-02,1.842870407463744267e-02,1.879098791549630235e-02,1.695300665587954128e-02,1.344545245593165538e-02,2.251557385725204072e-02,1.839032235884687644e-02,6.345682184454146113e-02,2.764384952462071651e-02,2.037346522511266841e-02,1.966885255416197034e-02,4.369443494738406430e-02,1.188118947474098852e-01,3.229629061812296781e-02,7.955337118561149612e-02,1.512832223070753601e-02,3.651688785593696501e-02,1.821503331955312208e-02,3.385535056416037747e-02,1.990681977593755300e-02,1.475291622057763735e-02,1.748162002125009523e-02,2.155228655933723661e-02,1.629943266112865441e-02,2.686728943995386754e-02,2.454017253453603248e-02
3.132812950298587140e-02,3.471476743708800522e-02,3.058485769211285663e-02,2.494057534451663699e-02,2.805129282788220574e-02,2.569506870788695191e-02,3.185078768637215896e-02,3.827796352079361475e-02,3.181002236081344886e-02,3.222045790042641494e-02,2.958151265162012669e-02,4.012381530896113463e-02,3.327037877733065446e-02,3.145913391016842697e-02,3.562760157854534537e-02,3.352594714608286147e-02,2.532244177451789188e-02,2.881089684016085659e-02,3.373228319142879128e-02,2.504271997915391568e-02,2.872999474584109550e-02,2.910557360765393328e-02,3.729614812451634287e-02,4.198803985580641662e-02,3.133194841806185432e-02,4.151488827191530256e-02,3.884136548362255442e-02,2.667681229474461527e-02,2.684120074949439619e-02,3.876491240870926641e-02,3.293846190078605907e-02
3.793201605123384945e-02,2.561249608722618656e-02,2.697748717224211432e-02,2.305891705466063882e-02,1.326001661401533527e-01,1.809822066624983475e-02,2.290266976201136076e-02,2.842278403091024960e-02,2.024956540685422801e-02,2.570079291007033861e-02,2.386279729658949064e-02,5.189987989318688155e-02,3.011100933260632204e-02,2.413441969166823034e-02,6.375997934605281969e-02,3.073149198643817387e-02,2.223438734573820325e-02,2.934985124588907618e-02,2.263393712436088251e-02,3.521195515901302808e-02,2.059841000444916428e-02,2.259562466542337431e-02,2.080433207742977270e-02,2.603014530782054442e-02,4.800878395131333298e-02,2.873592780394034624e-02,3.387341482694552347e-02,2.542628652891772145e-02,3.866315758728149782e-02,2.110294638620878460e-02,1.867614715711482520e-02
3.750964139748001747e-02,3.636374634837225700e-02,2.993453404952187147e-02,3.912849711240033723e-02,2.855022167192230662e-02,3.324067915896226910e-02,2.704256844349909455e-02,3.185890142974628914e-02,2.611999761419793106e-02,3.347674249571501448e-02,2.678940732794005478e-02,2.677117011680812605e-02,5.672755969441886648e-02,2.455979413745705900e-02,3.457714378070015498e-02,2.759461906524238173e-02,2.733446055196192548e-02,4.978294590014373244e-02,2.610022546516645864e-02,3.484638606690249052e-02,3.460262304850725973e-02,2.673542193923654844e-02,2.865671071569460271e-02,3.048577294504080729e-02,3.016439255157854146e-02,3.973377463171265389e-02,2.779167566084895721e-02,3.043815621515951614e-02,2.887610685751370795e-02,3.365360294213670667e-02,3.055252066401199090e-02
3.593608730602531470e-02,3.123076182620886793e-02,3.323027478955678515e-02,4.409692414516283576e-02,3.106363430988779220e-02,2.797186164771882366e-02,2.428449376755888178e-02,4.072201595064647156e-02,2.828990017547376376e-02,2.579478551000311329e-02,2.596826543028351447e-02,3.185046429902394644e-02,5.803304912137512844e-02,2.612253426091678057e-02,2.851320319195461972e-02,3.491299220694724093e-02,2.290453645996277932e-02,6.058597619019836372e-02,3.187597452626057815e-02,3.156119957534127274e-02,2.789362085238135738e-02,2.504974464818893534e-02,2.379218555099037527e-02,2.709633454060941457e-02,2.849183515525086086e-02,5.889007471526420956e-02,2.984484373127073778e-02,2.246580272595584057e-02,2.539033175737053991e-02,2.756681843641282589e-02,2.856947319579810490e-02
5.017047262168239374e-02,3.094091048197587790e-02,2.361715030973563986e-02,4.833740827557346520e-02,1.919868716599362757e-02,3.259369655132876575e-02,2.859007524386286692e-02,4.151361861592881008e-02,3.291161678082143993e-02,2.260142188622768500e-02,3.108527027680686380e-02,3.146080397747294533e-02,6.442623973493001588e-02,2.854851756388379277e-02,2.867646978941955360e-02,2.503829955071579932e-02,2.549204896083513000e-02,6.746369311511193900e-02,2.559908708450728959e-02,4.889477495004266455e-02,2.387409615222503209e-02,2.547861302841150644e-02,2.430730703086866548e-02,2.618431705559038161e-02,2.980849117353518915e-02,4.061575244710979166e-02,2.613910255655698539e-02,2.427347897257508408e-02,1.803529803431804662e-02,2.762737618864604880e-02,2.649590442330673756e-02
6.460183795581062038e-02,2.012863669003387909e-02,2.548212328415375150e-02,6.316732390556001331e-02,1.712345946237323752e-02,1.924277360775256476e-02,3.014499123589302679e-02,3.183227514724034507e-02,3.560448435736037615e-02,1.665987156352284268e-02,2.419765992464657789e-02,2.481775588322524678e-02,6.705919022809492258e-02,3.013702527089267766e-02,2.268268888678346903e-02,3.196047140580889068e-02,3.145507057687167707e-02,9.408786980261077404e-02,2.618524199211569314e-02,5.120865532788251850e-02,3.213704237545843972e-02,2.219774731354027392e-02,2.201344559931295297e-02,3.028393474179921080e-02,2.858195967610619240e-02,2.202656629344184117e-02,2.647607566865866485e-02,2.105225983135371876e-02,1.899949927459750054e-02,2.688685278567447268e-02,2.156520993142345063e-02
3.143955027102947331e-02,2.634734308030427935e-02,3.639877350481571933e-02,3.591245636954164266e-02,2.567447132852683153e-02,2.767038622163171466e-02,2.891548310313891978e-02,3.084985052605683162e-02,2.979334824348138858e-02,7.447019668294554973e-02,3.114982755503937009e-02,2.708001511532156375e-02,5.042373408222354525e-02,2.603059819439070346e-02,3.662983638636633371e-02,2.680675593646941399e-02,2.794201104451811066e-02,6.418122965033250249e-02,3.142143583281727104e-02,3.364652630512281889e-02,2.768958328857832121e-02,2.775296017627737130e-02,2.158136624316158575e-02,2.505481927512493573e-02,2.843090262457933365e-02,2.961033455042573481e-02,2.824564552768387207e-02,2.495274534625955068e-02,2.246428395584396109e-02,3.051182470012122824e-02,3.092170487787011812e-02
